IBM,JPM,GE
194.49,53.36,23.17
195.5931,54.54,23.36
191.8733,55.07,23.52
191.51,54.77,23.72
193.78,55.84,23.91
193.07,55.51,23.99
192.4425,55.4893,23.73
194.04,54.9,23.66
194.72,55.05,23.54
198.27,55.51,23.6
197.91,56.51,24.21
193.4,56.17,24.77
194.21,56.72,24.87
195.95,56.92,24.79
196.3,56.45,24.61
196.59,56.06,24.6504
196.83,55.98,24.53
196.99,55.87,24.57
194.49,55.58,24.57
196.65,56.36,24.6
195.5,56.27,24.5196
195.16,56.33,24.57
192.26,55.99,24.49
189.6,55.057,24.2091
189.45,55.4185,24.47
188.0,54.6827,24.34
186.97,54.04,24.1407
189.54,54.22,24.3
188.58,54.33,24.2
186.23,53.52,23.97
185.5326,53.07,23.88
185.3,52.89,23.9
184.37,51.78,23.7682
184.67,51.92,23.72
185.65,52.0,23.66
185.34,52.27,23.8293
185.27,52.16,23.74
183.63,51.02,23.36
182.68,50.33,23.16
181.96,50.59,23.16
182.75,50.82,23.44
183.63,51.25,23.31
183.58,51.16,22.99
183.35,52.03,23.34
184.65,52.41,23.15
183.68,52.78,23.25
187.2159,53.83,23.67
186.83,53.37,23.95
190.96,53.43,24.16
191.21,52.29,23.775
193.7,53.45,24.06
193.42,53.19,24.13
192.6,52.69,24.47
194.18,53.63,24.8
193.96,52.95,24.55
190.06,52.08,24.2
190.93,51.01,24.22
190.14,50.22,24.2995
190.1,51.93,24.3
188.87,51.5,24.1
185.56,51.73,23.88
185.34,51.64,23.94
185.54,51.3189,24.14
184.7,52.0,24.22
184.17,52.07,24.18
181.85,52.29,23.84
181.89,51.83,23.92
179.37,51.17,23.84
183.17,51.84,23.9
185.25,52.96,24.32
185.41,51.94,24.21
185.74,52.91,24.269
185.42,52.6106,24.35
173.84,53.79,24.38
174.8167,54.26,25.21
174.42,54.27,25.87
173.35,54.65,26.19
175.09,53.31,25.99
176.43,52.839,25.8409
178.4154,52.16,26.07
177.04,52.89,25.88
177.62,52.83,26.1895
181.69,53.0,26.29
179.65,52.65,26.35
179.81,51.45,26.05
179.9,52.74,26.59
179.54,51.85,26.3174
177.91,52.26,26.47
179.6,52.131,26.94
178.8191,51.83,26.42
180.19,53.91,27.02
182.53,53.93,26.92
182.27,53.52,26.97
180.48,54.26,27.15
182.38,54.27,27.01
183.52,55.49,27.28
184.63,55.97,27.13
185.22,56.43,26.99
185.5253,56.28,27.02
183.5,57.25,26.87
180.25,57.5,27.14
178.67,57.63,26.72
177.83,57.58,26.83
179.21,57.58,26.75
179.46,57.1,26.65
177.0,56.89,26.6
175.37,56.44,26.34
176.15,56.71,26.63
176.7,56.57,26.77
177.99,56.28,26.93
176.9,56.4891,27.09
177.0,56.54,27.11
175.06,56.05,26.5
173.52,56.3713,26.59
173.22,56.34,26.94
177.36,56.66,27.1
176.45,55.84,27.03
177.88,57.1,27.17
180.12,57.21,27.27
181.05,57.97,27.43
181.96,58.07,27.38
183.56,58.35,27.68
185.84,58.1702,27.84
185.32,58.14,27.84
186.49,58.2,27.9
187.21,58.31,27.86
185.83,58.288,27.52
187.15,59.16,27.66
186.39,59.29,27.48
189.33,58.54,27.35
189.02,58.983,27.33
188.31,58.67,27.19
186.26,58.51,26.98
185.06,58.3,26.84
185.82,57.728,27.15
187.53,58.79,27.22
188.04,59.21,26.88
190.23,58.09,26.7313
181.2896,58.33,26.3
181.43,57.09,25.98
181.25,56.0,25.57
179.61,55.08,25.26
178.05,55.39,25.33
175.98,54.96,25.34
177.17,56.07,25.5
176.1296,55.5,25.21
176.02,55.5,25.13
173.5262,54.7176,24.53
172.19,55.1,24.46
173.97,55.35,24.8
175.64,56.65,25.2
176.9684,56.77,25.3923
176.81,56.6079,25.21
179.52,57.34,25.57
178.22,57.07,25.2299
181.26,57.89,25.47
183.18,58.02,26.01
182.74,58.36,25.68
182.96,57.53,25.31
184.25,57.59,25.12
182.82,57.62,25.02
183.52,57.9,25.38
183.94,57.37,25.33
183.83,56.78,25.21
185.38,56.57,25.54
183.33,56.3,25.21
185.81,56.95,25.52
186.57,57.48,25.78
187.37,58.51,26.06
188.3479,59.35,26.33
187.55,59.14,26.12
187.41,59.42,26.06
186.01,57.7,25.68
186.41,58.0,26.0
183.89,57.11,25.25
182.66,57.21,25.26
185.99,57.82,25.52
185.6,57.99,25.64
184.47,58.36,25.3685
188.5,60.96,25.6921
187.43,60.37,25.49
188.76,61.11,25.58
194.98,61.24,25.8004
191.91,59.94,25.58
189.9327,60.21,25.9
191.64,60.83,26.02
193.12,60.95,25.83
194.24,60.37,25.92
193.2,60.65,26.15
193.12,61.02,26.37
191.72,59.6901,25.95
193.89,58.8,25.76
193.88,59.1,25.86
196.0561,59.35,26.09
195.04,55.18,25.51
196.24,55.85,25.58
195.98,55.09,25.67
198.05,55.0,26.01
187.243,55.34,26.4706
189.8,55.26,26.63
192.0097,55.04,26.7
191.79,55.8,26.57
192.22,56.07,26.44
190.54,56.31,26.57
191.14,55.63,26.72
193.59,55.73,26.8314
194.38,56.24,26.8
196.31,55.92,26.73
193.75,55.83,26.7707
191.05,53.88,26.69
190.93,54.04,26.51
189.34,53.55,26.27
189.16,54.2,26.48
188.997,54.22,26.56
191.12,54.273,26.58
192.79,54.74,26.89
191.91,54.64,26.9075
189.07,54.2006,26.72
186.27,53.42,26.49
186.61,53.08,26.55
186.25,53.72,26.61
185.85,54.05,26.37
186.45,54.17,26.42
185.84,54.55,26.55
184.8,54.75,26.55
184.48,55.09,26.56
183.64,55.75,26.69
183.38,55.58,26.64
184.76,55.65,26.71
185.55,55.09,26.75
184.71,55.52,26.74
184.66,55.911,26.54
186.47,56.76,26.79
186.22,56.91,27.06
186.2,57.47,27.31
183.61,57.48,27.32
182.48,57.07,27.1
182.0,57.03,26.88
182.4,56.85,26.95
181.9,56.79,26.79
182.04,57.29,26.88
184.12,57.69,26.66
182.59,57.69,27.02
181.92,57.54,27.05
181.5,57.88,26.66
180.25,57.22,26.47
180.87,57.34,26.46
179.77,57.33,26.29
181.33,57.4408,26.44
181.7,57.15,26.27
186.34,57.27,26.35
188.39,57.23,26.81
187.61,56.89,26.8
187.65,56.35,26.62
187.68,55.8794,26.43
186.44,55.06,26.13
187.73,55.29,26.19
188.55,56.53,26.63
189.54,57.95,26.75
192.24,58.51,26.69
192.36,58.56,26.92
191.96,58.33,26.77
191.3,58.1216,26.33
191.59,58.42,26.07
194.11,58.76,26.07
193.95,59.07,25.95
195.3,58.92,25.97
194.2883,58.9395,25.67
195.3,59.13,25.57
195.2,59.02,25.58
192.84,58.65,25.53
190.5,57.39,25.07
189.35,56.91,25.33
188.75,56.43,25.1
185.36,55.89,25.13
186.64,56.63,25.61
184.4,55.89,25.46
187.81,56.54,25.84
187.45,56.23,25.85
188.0,56.69,25.72
187.57,56.77,25.89
187.85,57.24,25.95
188.1,56.86,25.87
190.04,57.6,26.14
189.86,57.42,26.08
190.9,57.66,26.42
190.77,58.44,26.34
191.39,58.98,26.15
191.02,59.57,26.22
193.03,59.85,26.05
191.47,59.25,26.03
192.28,59.34,26.03
192.68,59.46,25.89
192.39,60.02,25.98
191.69,59.628,25.99
190.53,59.6231,25.9
190.75,59.84,26.14
190.34,59.63,26.07
190.12,59.15,25.99
191.08,59.18,25.91
191.47,59.8,25.97
191.42,59.78,25.83
191.25,59.71,25.92
193.22,59.95,26.3187
192.79,60.54,26.19
194.54,61.74,26.35
193.72,60.94,26.19
192.75,60.82,25.99
191.0,61.18,26.01
192.05,61.49,25.88
188.93,60.33,25.58
188.51,60.0287,25.36
189.64,60.4,25.36
189.9101,60.24,25.4309
187.66,59.15,25.19
188.11,59.25,25.29
189.69,60.78,25.6
187.77,59.9204,25.1
185.97,59.36,24.95
189.12,60.33,25.23
185.8642,59.0303,24.79
185.49,58.5,24.24
184.89,56.69,24.18
182.46,57.02,23.86
179.8,54.75,23.99
181.24,55.73,25.0
166.85,56.1,24.91
166.4,57.2343,25.27
162.41,58.04,25.34
162.12,58.12,25.42
162.08,58.0,25.4381
162.0,58.45,25.66
162.0,58.87,25.58
164.33,59.62,25.88
163.5,58.94,25.42
165.48,60.12,25.86
164.25,60.79,25.49
164.34,60.24,25.73
163.134,60.8,25.9
161.28,61.08,25.89
161.42,61.07,26.29
161.9,61.25,26.41
163.7,61.71,26.47
162.28,60.42,26.27
162.0,60.5,26.47
162.1,60.25,26.43
164.16,60.0,26.47
164.73,60.35,26.7
162.05,60.4538,26.99
160.95,60.2,26.8
161.83,61.07,27.09
161.54,60.7,27.01
162.65,61.16,27.01
161.93,60.57,26.89
162.75,60.4046,26.8
161.64,59.98,26.16
162.47,60.01,26.07
162.47,60.96,26.16
164.01,61.1,26.26
163.61,62.01,26.14
163.29,62.6,25.88
160.84,61.85,25.46
163.01,62.1549,25.62
160.82,61.17,25.32
160.25,60.53,25.35
155.93,60.74,25.02
152.03,58.42,24.54
151.52,58.57,24.61
153.58,60.64,25.13
157.49,61.4,25.12
158.3262,62.16,25.65
162.23,62.05,25.69
162.88,62.74,25.89
162.27,62.67,25.84
162.0,62.42,25.7
160.02,62.72,25.6089
160.41,63.3,25.42
161.31,62.62,25.34
161.27,62.06,25.01
159.67,60.64,24.46
157.2,59.89,24.21
156.24,59.97,24.32
158.42,60.72,24.52
159.0,59.28,24.07
157.26,59.26,24.26
154.86,56.91,23.65
156.69,55.73,23.86
153.82,54.66,23.51
156.7005,56.04,23.84
153.03,55.45,23.83
151.94,56.38,24.3
155.03,57.72,24.43
158.2661,56.41,24.72
154.94,56.05,24.39
154.0,56.62,24.47
151.38,55.27,23.84
153.91,54.99,23.88
154.0,54.53,24.0
154.75,55.91,24.29
157.21,56.32,24.41
157.29,56.86,24.25
157.34,57.75,24.54
156.0,57.42,24.47
156.74,58.4185,24.77
157.76,58.06,24.71
158.72,58.93,24.81
158.78,59.46,24.99
159.75,59.36,25.12
161.8527,59.79,25.29
162.05,59.15,25.0314
163.64,58.96,24.88
164.23,59.5,25.22
162.49,60.25,25.12
164.94,60.76,25.4503
163.74,61.03,25.94
160.87,61.13,25.83
161.9312,61.24,25.88
160.27,61.65,26.05
160.54,61.6449,25.76
159.86,62.2,25.62
160.19,62.1584,25.71
158.2,60.84,25.52
159.5997,60.76,25.5
158.57,60.13,25.28
156.27,60.65,25.27
157.46,61.4,25.28
155.05,61.5,25.06
156.2,61.34,25.3
156.85,61.39,25.18
159.7,61.57,25.44
160.95,61.32,25.3397
162.77,61.75,25.48
164.79,60.97,25.38
163.08,60.53,25.23
159.27,59.46,24.8
160.79,59.49,24.92
161.31,60.88,24.98
161.08,60.72,25.09
160.23,60.41,24.72
159.52,60.07,24.81
159.69,59.92,24.9
161.67,61.15,25.17
161.72,61.06,25.05
161.7,61.27,25.09
162.34,61.35,27.13
162.37,61.64,28.0599
162.42,62.96,27.48
162.63,63.08,27.69
163.31,64.08,27.31
161.75,63.25,27.4
162.1,63.22,27.32
166.07,63.33,27.03
164.39,62.65,26.7
165.23,62.79,26.78
170.2143,62.63,26.88
170.89,62.7,26.96
170.83,62.4991,26.9481
173.4,62.56,26.95
173.77,63.58,27.06
173.2,63.7,27.09
174.47,63.68,27.36
173.51,64.51,27.25
172.904,64.53,27.0
169.63,63.67,26.7809
172.94,64.97,27.25
172.6427,65.26,27.25
170.55,65.31,26.82
171.24,65.42,27.02
173.5,65.83,27.32
173.91,66.1338,27.38
173.44,65.8,27.21
172.97,66.77,27.27
173.33,66.95,27.34
173.32,66.14,27.68
173.04,66.63,27.69
172.1167,66.2,27.52
171.16,65.95,27.57
171.45,66.36,27.5
171.35,66.18,27.5
170.21,65.99,27.26
169.66,65.83,27.22
170.5,66.43,27.43
169.53,66.31,27.42
168.25,67.37,27.26
167.17,67.46,27.32
165.34,66.95,27.28
166.49,67.59,27.36
169.26,68.36,27.57
168.23,68.31,27.44
166.99,67.58,27.2
166.33,67.77,27.17
167.0,68.41,27.19
167.05,68.35,27.075
167.62,68.46,27.27
167.65,68.87,27.3
168.38,69.35,27.42
168.71,69.51,27.55
167.8,69.32,27.28
166.23,68.94,27.04
163.92,67.68,26.9
163.99,67.89,26.82
163.9695,68.12,26.67
165.0431,67.9523,26.7
163.83,66.8768,26.527
164.94,67.09,26.38
164.0,66.0,26.09
165.34,66.49,26.17
165.66,67.22,26.39
167.93,67.89,26.49
169.43,67.98,26.35
168.48,69.23,26.61
169.47,69.63,26.98
170.33,69.35,27.26
172.79,69.5,27.12
164.34,69.16,27.01
162.73,69.28,26.88
160.27,70.19,26.58
161.2928,69.44,26.31
159.0,68.15,25.54
159.91,68.55,26.1
160.0,68.32,26.09
160.5,68.93,26.23
161.4,69.01,26.23
161.7,68.5883,26.12
158.4,68.47,25.89
159.1,69.05,26.09
157.13,68.75,26.15
155.89,68.33,25.95
156.77,68.22,25.9
155.96,68.23,26.03
154.26,67.41,25.54
156.06,67.25,25.77
155.0,67.42,25.65
155.2,67.62,25.95
155.51,67.98,26.17
155.15,67.93,25.9
152.74,66.81,25.51
151.5,65.09,24.9
143.47,59.29,22.838
146.9562,63.1,24.73
144.09,61.8,23.85
148.5,63.98,24.43
147.75,64.29,24.92
147.38,63.61,24.98
144.91,62.85,24.24
144.74,62.62,24.14
146.05,62.88,24.76
144.57,61.8,24.18
145.86,62.77,24.51
148.74,63.94,25.2
145.85,61.86,24.56
145.91,62.38,24.74
147.37,62.64,24.97
146.6,62.76,24.9
147.84,63.89,25.53
148.1,64.1374,25.5019
146.05,61.83,25.15
145.3851,61.52,24.89
144.62,60.6,24.76
144.21,60.8,25.01
142.6,60.01,24.87
145.55,61.27,25.0
144.42,60.92,24.69
141.99,59.98,24.33
143.69,60.7062,24.73
145.31,61.12,25.15
141.05,59.59,24.87
145.82,61.24,26.37
149.06,62.11,26.99
150.04,62.55,27.5
149.69,61.85,27.63
152.46,62.39,27.98
152.4,61.84,27.9804
150.78,61.39,27.97
149.6,60.76,27.74
150.91,60.47,27.8
150.45,62.43,28.61
149.85,62.0,28.8
142.49,62.36,28.82
140.2583,62.88,28.79
141.737,62.42,28.95
144.61,63.63,29.6973
144.75,63.84,29.52
143.51,63.53,29.41
137.92,63.7,29.33
140.36,65.26,29.17
140.44,65.3,29.22
140.5,64.45,28.94
140.02,65.29,29.21
142.55,66.01,29.55
141.61,65.79,29.47
138.6,68.37,29.44
137.92,68.7,29.76
135.36,67.19,29.63
136.09,68.1,30.199
134.7,66.86,30.41
132.95,65.84,29.86
131.79,65.46,29.88
134.2208,66.67,30.57
134.79,66.48,30.22
136.21,67.58,30.38
137.37,67.99,30.26
138.53,67.31,30.59
137.65,66.17,30.33
138.37,66.93,30.64
138.0014,67.0,30.27
138.61,67.28,30.3281
139.58,67.34,29.99
140.93,67.83,30.09
140.1,66.83,30.09
138.09,66.1,30.07
140.1558,67.66,30.42
138.28,66.25,30.07
137.38,65.61,30.02
137.03,65.54,30.44
135.23,64.8,30.32
135.31,64.227,30.26
137.4,65.07,30.4
139.12,66.91,30.46
139.35,67.9,30.94
136.41,65.97,30.39
135.83,65.02,30.42
135.88,65.92,30.49
138.3,66.12,30.52
138.433,66.62,30.8985
137.74,66.29,30.7385
138.25,66.84,31.01
139.58,67.04,31.2806
139.07,66.19,30.86
135.6,63.95,30.55
136.7501,63.7,30.68
134.38,62.72,30.27
133.7,61.46,29.65
133.18,61.13,29.2
131.81,58.83,28.54
133.65,59.45,28.76
133.5,59.4624,28.91
131.93,58.16,28.31
130.01,56.45,28.14
130.11,57.73,28.72
118.46,55.63,27.93
121.3,55.74,28.1318
124.67,56.4383,28.55
122.1,56.48,28.32
122.2454,55.85,28.07
122.73,57.0738,28.2
121.26,57.52,28.22
123.28,57.83,28.46
124.4,59.16,29.01
123.67,57.88,28.27
123.99,57.37,28.39
125.08,57.06,28.65
127.22,58.58,29.15
126.0,56.69,28.22
126.12,55.29,27.75
125.0,56.57,28.37
118.78,53.9,27.75
119.26,55.65,27.57
121.83,58.23,28.58
123.71,58.85,29.14
130.0,58.84,29.3
132.36,57.5,28.94
133.08,58.51,29.25
133.14,57.9,29.21
131.55,55.2,28.9
133.29,56.13,28.7998
134.51,57.64,29.3
132.0,57.41,29.44
132.24,56.76,29.41
133.7,59.2,29.78
137.22,59.58,30.2
137.54,60.1,30.22
137.28,59.54,30.2595
139.71,59.21,30.08
139.31,59.15,30.16
141.24,59.59,30.17
141.73,59.39,30.14
142.01,59.15,30.22
141.74,58.54,30.03
142.62,58.983,30.24
144.78,58.77,30.22
147.4,60.05,31.09
147.3,60.22,30.85
148.06,59.99,30.98
148.0,60.34,31.04
144.98,59.2997,30.91
147.75,59.53,31.14
147.59,59.33,31.46
149.95,59.46,31.76
149.79,59.45,31.89
150.51,59.02,31.5
152.34,59.44,31.69
151.43,58.59,30.95
149.9,58.18,30.89
149.07,58.26,30.72
149.06,57.706,30.9
150.26,57.91,30.83
149.61,58.34,30.68
150.75,60.48,30.98
151.5,61.69,30.99
151.04,62.88,31.07
151.72,61.64,30.9
146.47,62.55,31.1416
144.24,63.48,31.2
146.58,64.2612,31.12
149.44,63.64,31.03
148.16,63.5997,30.81
148.65,63.81,30.84
149.35,63.86,30.94
149.75,63.64,30.74
146.49,63.09,30.75
146.56,63.69,30.64
144.65,62.9,30.64
143.36,61.75,30.4
145.95,61.6,30.14
144.86,60.7,29.68
147.7,61.37,30.05
148.24,61.55,29.99
149.71,61.97,30.5
149.21,62.27,29.84
148.79,61.7,29.97
147.65,61.2115,29.55
149.21,61.43,29.89
147.99,61.7,29.7
146.48,63.53,29.33
145.71,63.86,29.53
147.61,63.45,29.52
146.88,63.94,29.72
148.93,64.94,30.0
151.55,65.57,30.07
152.35,65.21,30.14
152.557,65.73,30.12
153.0,64.76,30.04
152.59,65.52,30.01
152.4,64.25,30.02
153.09,64.64,30.0
153.31,65.45,30.14
153.5442,64.93,30.23
152.9054,64.79,30.16
152.79,63.93,30.02
151.63,63.48,29.9822
151.2801,62.68,29.8208
151.46,62.41,30.48
150.19,61.45,30.14
150.96,62.3,30.65
152.6,63.45,30.85
154.16,62.73,30.88
153.75,62.9494,31.0
153.45,63.7,31.06
149.97,60.48,30.11
146.18,58.71,29.54
144.78,59.19,29.81
146.5,60.36,30.51
148.86,61.63,30.66
151.78,61.52,31.33
151.19,60.45,31.25
151.85,59.01,31.27
152.75,60.52,31.81
154.0,61.3315,31.99
154.6,62.42,32.26
156.0085,63.03,32.31
157.75,63.08,32.26
158.8107,64.74,32.5
159.9,64.75,32.76
159.3,64.13,32.89
161.78,63.61,32.75
159.97,64.11,32.96
160.75,64.0,32.73
160.78,63.9,31.73
162.0,63.98,32.07
162.65,63.98,31.67
162.12,64.08,31.49
161.38,64.0,31.2
161.36,63.8,31.28
160.65,64.15,31.1188
161.27,63.59,31.11
160.13,63.69,31.03
160.86,64.4887,31.2
162.0,65.14,31.27
162.73,66.07,31.3
162.22,66.18,31.23
162.19,65.92,31.25
162.25,65.27,31.31
163.1831,64.97,31.2
162.4,65.56,31.3
161.11,65.36,31.14
160.97,65.8,31.26
160.89,65.62,31.25
160.84,65.72,31.32
160.0,65.75,31.17
160.33,66.07,31.45
159.89,65.9899,31.27
159.0,65.91,31.19
158.88,66.33,31.27
158.83,66.49,31.18
159.76,66.96,31.34
159.66,67.46,31.29
158.32,67.64,31.15
159.88,67.4,31.248
159.88,67.5,31.31
160.19,67.16,30.99
160.55,67.22,31.0
158.03,67.03,30.82
155.26,66.14,30.0
157.63,66.11,30.22
155.7,66.27,29.81
154.3,66.29,29.55
155.04,66.09,29.63
154.87,66.15,29.78
155.87,66.75,29.67
154.91,66.84,29.75
156.15,66.99,29.96
155.62,67.39,30.02
154.46,66.5953,29.8
154.32,65.41,29.6
156.99,66.58,29.92
158.63,66.7,29.8075
158.9,66.08,29.6
158.06,66.35,29.46
157.67,66.21,29.71
157.07,66.89,29.52
156.84,67.73,29.4
157.14,67.7947,29.06
156.71,68.34,29.0
156.73,68.5077,28.75
154.97,68.26,28.92
153.7,67.46,28.78
154.47,68.8,28.9595
154.45,67.42,28.9
150.02,67.85,29.03
151.27,67.81,29.0602
151.28,68.08,29.1
150.58,67.81,28.4414
150.4,68.97,29.0
150.5707,68.88,28.94
150.71,68.37,28.59
152.82,69.49,28.89
154.05,69.53,28.88
152.76,69.43,29.48
153.5,69.48,29.0
152.48,68.65,28.86
152.51,68.86,28.6
152.4,68.49,28.22
153.99,69.08,28.85
154.56,69.7,29.37
152.96,71.46,29.32
157.66,74.22,29.85
159.97,76.3,30.49
161.25,77.2466,30.74
158.42,78.37,30.48
158.46,78.22,30.65
159.22,77.9296,30.7
159.8,77.96,30.75
160.69,78.0,30.69
163.0,78.34,30.93
161.94,78.87,31.24
161.83,79.1,31.45
163.2,78.18,31.33
164.0,78.39,31.28
163.35,79.92,31.18
161.95,80.6557,30.64
159.0,81.8,31.36
160.85,82.3,31.43
160.13,83.6,31.19
160.5943,83.55,31.01
164.87,84.23,31.6
165.18,85.02,31.45
166.72,85.36,31.67
165.68,84.98,31.9
168.37,83.88,31.6082
168.01,85.4,31.49
168.97,86.29,31.52
166.83,84.8,31.76
167.49,85.79,31.92
166.25,86.43,32.2
167.36,86.44,31.91
167.0,87.0,31.87
166.98,87.05,31.89
167.29,87.16,31.84
166.02,86.58,31.74
166.44,86.1001,31.63
167.0,87.34,31.67
167.77,86.96,31.75
169.25,86.81,31.57
168.69,86.39,31.58
169.47,85.73,31.64
167.98,86.07,31.46
166.05,86.43,31.24
167.77,86.76,31.45
167.97,87.11,31.36
166.6941,84.93,31.17
167.45,83.63,31.21
166.96,84.06,31.25
167.81,83.43,30.76
170.08,83.3,30.5
171.36,83.92,29.86
176.26,85.84,30.42
178.06,85.95,30.44
178.47,86.66,30.4
176.98,86.19,29.96
175.05,85.6,29.85
175.0,85.54,29.73
174.23,84.34,29.58
175.0,86.1877,29.79
175.31,86.79,29.68
176.0,87.14,29.75
177.5,86.18,29.51
176.17,86.42,29.52
177.37,87.48,29.74
179.24,87.44,29.88
178.57,88.3,30.13
180.2,90.08,30.29
181.45,90.4,30.35
181.25,89.82,30.41
180.6,90.51,30.41
180.09,90.52,30.52
182.0,91.18,30.04
180.21,90.18,29.84
181.19,90.32,30.05
179.38,89.845,29.99
180.48,92.79,29.98
181.88,93.8587,30.23
180.53,92.23,30.19
179.72,92.25,30.0
180.71,91.64,29.93
180.75,92.68,29.89
179.15,91.6,29.75
178.21,91.95,29.84
177.85,91.31,30.2303
176.18,91.0255,29.76
175.71,91.8,29.55
178.46,92.03,29.8
176.29,91.83,29.85
175.65,90.27,29.9
176.01,90.36,29.86
174.0282,86.8915,29.56
174.43,87.21,29.5011
175.12,87.79,29.59
172.69,85.53,29.4497
173.94,87.02,29.31
174.3,88.6022,29.52
173.86,88.2,29.66
173.98,88.71,29.86
173.82,87.99,29.76
173.52,86.89,29.9
174.7,88.42,30.088
173.47,85.98,30.0011
172.08,85.93,29.92
172.53,86.08,30.07
170.65,85.54,30.0
171.04,85.93,29.88
169.92,85.5,29.7
169.75,84.44,29.6173
170.79,85.36,29.6
161.76,85.4995,29.89
161.32,84.98,30.05
162.05,85.5,30.27
161.29,86.55,29.85
161.78,88.55,29.45
160.53,88.35,29.52
160.29,88.37,29.29
160.5,87.6,29.1
160.05,87.36,29.01
159.44,86.71,29.01
158.74,86.06,28.92
158.89,87.69,29.27
153.52,87.25,29.13
152.8,87.04,29.16
152.6,87.26,29.08
151.65,86.529,28.92
151.05,87.09,28.68
150.3,86.68,28.36
150.62,87.1,28.07
151.66,87.3554,28.25
153.3,86.11,27.82
150.8572,84.07,27.26
151.01,84.21,27.55
152.1,85.18,28.23
152.57,84.75,28.21
152.21,85.88,28.32
153.25,85.99,27.7899
152.85,85.11,27.46
151.95,85.13,27.31
152.03,83.728,27.33
152.8,82.46,27.51
153.07,82.29,27.87
151.8237,82.64,27.9
152.0,82.29,27.9808
153.05,83.31,27.9508
150.999,83.91,27.66
152.0,85.51,27.63
154.19,87.32,29.24
155.44,87.55,29.12
153.97,86.77,28.48
153.29,86.25,28.48
154.23,86.85,28.98
155.51,86.97,28.96
154.48,87.75,28.71
155.79,87.48,28.18
154.5579,86.93,27.77
154.34,87.66,27.79
154.71,87.01,27.59
155.0,87.71,27.52
155.15,88.6,27.26
155.35,92.34,27.16
154.28,91.96,27.09
153.58,91.56,27.16
155.77,93.12,27.54
153.36,93.54,26.86
152.62,93.96,26.25
152.91,93.5,26.13
153.26,93.33,26.03
153.48,92.61,26.54
153.7,92.69,26.58
154.01,90.81,26.7403
153.59,91.82,26.76
152.36,90.45,26.76
150.02,91.34,26.85
147.53,91.15,27.02
147.59,91.06,25.38
146.9932,90.96,25.78
146.57,92.37,25.57
146.27,93.1,25.59
145.0,91.83,25.59
144.81,91.45,25.86
144.38,91.51,25.54
145.0,92.49,25.63
145.12,92.865,25.44
144.43,92.7,25.59
145.0,93.5,25.751
145.0,93.8903,25.74
142.0,93.95,25.63
141.75,92.98,25.55
141.64,92.9,25.71
142.45,92.13,25.4
142.0,92.37,25.28
142.55,93.31,25.21
141.79,93.04,25.12
142.52,91.76,25.07
140.87,90.31,24.63
139.59,90.85,24.49
140.64,91.07,24.57
140.7,90.8724,24.52
142.5,91.93,24.43
143.3,91.88,24.39
144.11,92.16,24.53
142.1114,90.45,24.33
143.26,91.2529,24.49
143.02,91.81,24.41
142.98,91.25,24.601
143.5,91.02,25.06
143.88,90.0,24.89
144.1,90.11,24.51
143.15,88.31,23.95
143.54,89.39,23.8
145.11,90.17,23.82
145.35,90.61,23.93
145.86,91.2,24.1
144.82,91.08,24.1
144.81,91.93,23.96
144.79,92.71,24.46
144.93,94.1,24.2
145.6473,94.46,24.33
145.59,94.7,24.84
145.12,94.51,24.92
146.36,93.78,25.15
146.68,94.97,25.0
145.66,95.59,24.39
145.45,95.3,24.22
145.35,95.77,24.2202
146.69,96.83,24.61
147.0,97.3,24.88
146.68,96.0,24.39
146.64,97.55,24.41
146.5,96.96,24.1
147.71,96.455,23.7
148.4,96.83,23.13
147.56,97.3,23.05
147.48,95.48,23.15
147.22,96.34,22.99
146.6414,98.07,23.22
157.12,98.15,23.2
159.7955,97.19,23.14
161.07,99.28,22.14
162.05,99.51,23.44
159.65,99.88,22.12
156.01,101.25,21.84
154.31,101.35,21.57
154.54,101.43,21.26
153.76,101.13,20.62
154.33,101.37,20.26
154.1,101.1,20.07
154.18,100.87,20.05
153.42,101.1,19.92
151.7672,101.34,20.52
151.37,100.56,20.17
151.6,98.27,20.2109
149.93,97.12,20.04
150.65,97.81,19.9788
148.88,96.69,20.26
147.95,97.34,18.79
148.0,96.39,17.51
147.73,98.53,18.48
149.34,97.82,18.34
150.64,98.45,18.13
151.3,99.5,17.95
152.0,99.03,17.87
151.95,98.83,18.38
152.06,98.31,18.34
152.35,98.21,18.17
152.81,102.41,18.45
153.65,104.74,18.56
154.4,104.9,18.28
155.96,107.73,18.0
156.461,107.17,17.98
154.1,105.41,17.75
153.59,103.95,17.66
154.98,105.08,17.74
155.46,105.72,17.72
157.2875,105.92,17.66
156.6,106.7,17.92
154.6,106.12,17.77
153.61,105.79,17.78
153.59,107.19,17.87
154.05,107.35,17.77
153.65,107.6,17.63
153.17,106.59,17.4601
151.82,108.195,17.51
152.51,107.2,17.45
152.946,106.67,17.46
153.2,107.4,17.35
154.1622,108.09,17.27
154.5,107.63,17.58
157.34,107.86,18.3
159.65,108.36,18.38
162.44,109.26,18.86
162.6588,108.15,18.67
163.9,108.72,18.33
162.91,109.47,18.59
164.8,110.67,19.23
164.02,111.65,19.12
165.1,111.51,18.32
168.01,111.89,17.65
170.0,112.76,17.4
164.4648,113.94,16.65
161.51,112.66,15.9
162.82,113.67,16.3
166.75,114.86,17.0
165.91,116.04,16.5
166.12,115.7,16.13
